uuid,title,price,url
c108a089-3c72-497a-90b7-2449197c23d8,"cần bán gấp căn tresor 88m2, có 3pn, 2 toilet, full nt, bán 6.2 tỷ. lh: 0906 378 ***",6200000000.0,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-ben-van-don-phuong-12-prj-the-tresor/-ban-gap-88m2-co-3pn-2-toilet-full-nt-ban-5-7-ty-lh-0906-378-770-pr32471396
75ad9fa8-dc7c-4fbf-90ed-b5be036b88ad,"bán cc precia,q2,51m2,2pn,2wc,2 tỷ 790tr,shr-lh:0585 576 ***",2790000000.0,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-thi-dinh-phuong-an-phu-prj-can-ho-precia-quan-2/ban-cc-q2-51m2-2pn-2wc-2-ty-790tr-shr-lh-pr39387877
37e3332d-bcfb-4404-b144-dfde71c69ea6,"5 căn tòa b giá chỉ 50,9 triệu/m2, có thông báo làm sổ, lh nguyễn tài 0896 886 ***",7130000000.0,https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-dich-vong-hau-prj-ha-noi-paragon/5-toa-b-gia-chi-52-trieu-m2-co-thong-bao-lam-so-lh-nguyen-tai-pr39441428?c=d1
b2e48a5f-da9f-4c49-959a-52b3782b1dc9,"qũy căn hộ 2pn dự án dream tower diện tích từ 87,8m2 - 90m2 giá chỉ hơn 3ty. lh 0585 025 ***",3100000000.0,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-tay-mo-phuong-tay-mo-prj-dream-town/quy-2pn-du-an-tower-dien-tich-tu-87-8m2-90m2-gia-chi-n-3ty-lh-pr39409726
9804ffc9-5d68-468e-9b15-4a7f94c02a5d,"lh pkd0.093.592.6999 bầu đức bán rổ hàng zeitgeist city nhà phố 9,5 tỷ, biệt thự shophouse 12.5 tỷ",9500000000.0,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-nguyen-huu-tho-xa-phuoc-kieng-prj-zeitgeist-city/lh-pkd0-093-592-6999-gs-metro-7x17m-11-5-ty-7x18m-9-5x17m-10x20-18-ty-12-5x20m-15x20m-30-ty-pr36597734
a1602a56-d163-4ce8-a9b6-97cb4a07eb10,"nhà 5x20.5m, 1 hầm 1 trệt 3 lầu, có thang máy, nội thất cao cấp, khu đô thị vạn phúc: lh 0933 484 ***",17000000000.0,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-quoc-lo-13-phuong-hiep-binh-phuoc-prj-khu-do-thi-van-phuc-city/-5x20-5-1-ham-1-tret-3-lau-co-thang-may-noi-that-cao-cap-lh-0933484868-pr37793516
276b4139-38e9-4e2a-acdd-5b514666b82f,"quỹ căn bt dương nội, khu đtm dương nội nam cường, hà đông, hn, giá từ 22 - 50tỷ. lh: 0979 264 ***",22000000000.0,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-to-huu-phuong-duong-noi-prj-khu-do-thi-moi-duong-noi/quy-can-bt-dtm-nam-cuong-ha-dong-hn-gia-tu-22-50ty-lh-0979264-pr39185817
8ebfd162-f1ea-4aed-b126-e598f5fa53af,chung cư đổng quốc bình - hh3 tầng thấp view doji 52 - 62m2 giá chỉ 8xxtr - 9xxtr. lh 0978 917 ***,890000000000.0,https://batdongsan.com.vn/ban-can-ho-chung-cu-pho-lach-tray-phuong-dong-quoc-binh-prj-golden-land-5/-hh3-tang-thap-view-doji-52-62m2-gia-chi-8xxtr-9xxtr-lh-pr39412973
dbda047f-33b8-4f75-9cb8-95bde14a409a,"cần bán gấp căn 3 phòng ngủ 82m2 - 2,6 tỷ, đã có sổ vào ở luôn. hỗ trợ vay 70%. lh: 0903 242 ***",2600000000.0,https://batdongsan.com.vn/ban-can-ho-chung-cu-xa-duong-xa-prj-vinhomes-ocean-park-gia-lam/-ban-gap-3-png-ngu-82m2-2-45-ty-da-co-so-vao-o-luon-tro-vay-70-lh-pr38662498
5a377fb9-75f7-4948-9a56-0abe7dfcf668,"căn hộ giá tốt 3pn thăng long number one khuất duy tiến. giá 5,8 tỷ dt 117m2 và 2 vs. lh 0369 118 ***",5800000000.0,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-khuat-duy-tien-phuong-trung-hoa-4-prj-thang-long-number-one/-gia-tot-3pn-gia5-6-ty-dt-117m2-va-2-vs-lh-pr38796912
2f215efd-3499-457f-a3db-6725c24bd518,"bán đất tại phường phú mỹ - tdm, bd, cách chợ trường học 400m, đường nhựa 4,5m, lh 0869 899 ***",1900000000.0,https://batdongsan.com.vn/ban-dat-phuong-phu-my/ban-tai-tdm-bd-cach-cho-truong-hoc-400m-duong-nhua-4-5m-lh0869899181-pr33809133
c66a8d3b-26d6-40cf-ab7c-c35d064e21b9,"cđt mở bán 4 căn biệt thự mặt sông vinhomes grand park, thanh toán 30% hỗ trợ lãi 0%, lh 0903 040 ***",66000000000.0,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-phuong-long-thanh-my-prj-vinhomes-grand-park/cdt-mo-ban-4-can-mat-song-toan-30-ho-tro-lai-0-lh-pr39378909
c3cb9f21-d17d-4170-87d5-a5490f225b7c,"chính chủ bán căn hộ tại mỹ đình plaza 1, dt: 85m2, 2pn, 2wc giá 3,5 tỷ. lh 0965 066 ***",3500000000.0,https://batdongsan.com.vn/ban-can-ho-chung-cu-pho-tran-binh-phuong-my-dinh-2-prj-my-dinh-plaza/chinh-chu-ban-tai-1-dt-81m2-2pn-2wc-gia-2-9ty-lh-0965066754-pr36768264
4917ddb0-41fb-4af3-a224-5d12baf970d8,siêu rẻ bán căn hộ chung cư n2 trung hòa nhân chính 65m2 2pn 1wc giá 2.9 tỷ lh 0914 997 ***,2900000000.0,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-le-van-luong-phuong-nhan-chinh/sieu-re-ban-n2d-trung-a-78m2-2pn-1wc-gia-2-65-ty-lh-0914997886-pr37360238
31c4447e-89ac-4027-9d11-74f8096e0077,"xuất ngoại chính chủ bán gấp lô đất q9 thổ cư 100%, sát mt hoàng hữu nam chỉ 90tr/m2. lh 0909 763 ***",44100000000.0,https://batdongsan.com.vn/ban-dat-duong-hoang-huu-nam-phuong-long-thanh-my/xuat-ngoai-chinh-chu-ban-gap-lo-q9-tho-cu-100-sat-mt-chi-90tr-m2-lh-pr39368500
207571db-3508-4405-82d3-83a70bd456cc,"hàng ngộp tại ch the river thủ thiêm: (2pn - 9,8 tỷ); (3pn - 14 tỷ); (4pn - 35 tỷ); lh: 0902 898 ***",14500000000.0,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-co-thach-phuong-an-khanh-prj-the-river-thu-thiem/hang-ngop-tai-ch-2pn-10-6-ty-3pn-14-ty-4pn-40-ty-lh-0902898577-pr37725356?c=d1
11384de1-9347-4698-8200-8458ba150584,"thu hồi vốn eco green sài gòn căn 3pn - 81m2, đã có sổ, giá 4.6 tỷ bao hết vay 80%. lh 0946 867 ***",4600000000.0,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-van-linh-phuong-tan-thuan-tay-1-prj-eco-green-sai-gon/thu-hoi-von-3pn-95m2-nha-moi-100-gia-4-7-ty-bao-het-lh-0946-867694-pr37954671
471db284-9d5c-42de-8e8a-b5aa63defd40,"giỏ hàng giá tốt tại vph nhơn đức, dt 95m2 giá 3.2 tỷ, lh: thảo nguyễn 0932 061 ***",3200000000.0,https://batdongsan.com.vn/ban-dat-nen-du-an-duong-nhon-duc-xa-nhon-duc-prj-khu-dan-cu-nhon-duc/gio-hang-gia-tot-tai-vph-dt-95m2-gia-3-190-ty-lh-thao-nguyen-pr38392330
d5b0da5a-1139-4519-a630-516d96c1db98,chính chủ cần bán căn hộ ct7 dương nội dt 56.5m2 đủ đồ. lh: 0988 187 ***,2150000000.0,https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-duong-noi-prj-the-sparks/chinh-chu-ban-ct7-dt-56-5m2-full-do-lh-0988187132-pr31843192
90f8a901-eefa-4bbe-b0ce-5946edcaf670,"bán shophouse dragon village, giá chỉ từ 6,3 tỷ 0911 875 ***",6300000000.0,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-990-phuong-phu-huu-2-prj-dragon-village/ban-shophouse-gia-chi-tu-6-3-ty-0911875885-pr37187297
84e58edb-55e0-4887-8438-19cd8278318e,"đất vườn bình lợi bình chánh tphcm(5.153m2 giá 3,5tỷ/1000m2)đường xe tải cập đất (zalo 0913 369 ***",17500000000.0,https://batdongsan.com.vn/ban-dat-duong-ap-3-xa-binh-loi-1/-vuon-chanh-5-153m2-gia-3-5-ty-1000m2-xe-tai-cap-zalo-093-39-71-pr39379072
050f9640-34bd-4c86-bb03-bf0d87442caa,chính chủ bán căn 1 phòng ngủ vinhomes metropolis view hồ tây full nội thất - lh 0946 053 ***,4900000000.0,https://batdongsan.com.vn/ban-can-ho-chung-cu-pho-lieu-giai-phuong-ngoc-khanh-prj-vinhomes-metropolis-lieu-giai/chinh-chu-ban-1-png-ngu-vinmes-view-giang-vo-full-noi-that-lh-0944266333-pr23090561
a2497a28-cf46-47d2-82ff-a5ce94847c78,"bán 62m2 đất dịch vụ xã an thượng, học viện chính sách - ngay đường lk 8, lh: 0902 866 ***",7440000000.0,https://batdongsan.com.vn/ban-dat-duong-dai-lo-thang-long-xa-an-thuong-1/b-62m2-dich-vu-gia-8x-hoc-vien-chinh-sach-ngay-lk-8-lh-pr39489500
570aa8dd-f6cd-4ac4-b4ea-e8479f91c61c,"chính chủ cần bán căn hộ cc galaxy9, q4,122m2, 3pn, 3wc, giá: 6,3 tỷ, lh: 0907 970 *** tín (giá thật)",6300000000.0,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-khoai-phuong-2-prj-galaxy-9/chinh-chu-ban-cc-galaxy9-q4-122m2-3pn-3wc-gia-6-3-ty-lh-tin-gia-that-pr38797600
332db45b-5cfc-4a12-a2d9-7bdab6543e41,"nhà phố cityland gardenhills phan văn trị p5 dt 6x19m giá 22,5 tỷ, full nội thất lh: 0919 905 ***",22500000000.0,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-phan-van-tri-phuong-5-15-prj-cityland-garden-hills-go-vap/ban-kdc-p5-dt-6x19-cn-114m2-gia-26-ty-full-nt-lh-0919905225-pr33122547
038dbc6f-aec8-4414-80a4-699fcdc26dff,"gia đình đi định cư nước ngoài bán gấp ch 3pn 110m2 d'le roi soleil 59 xuân diệu gía cắt lỗ 6,9tỷ",6900000000.0,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-xuan-dieu-phuong-quang-an-2-prj-d-le-roi-soleil/gia-dinh-di-dinh-nuoc-ngoaiban-gap-3pn-110m2-leroi-59-gia-cat-lo-6-9-ty-pr39141300
2d7baa69-55f5-445e-846c-caf675a5c115,bán biệt thự tứ lập rẻ nhất đảo dừa da vinhomes ocean park 2 giá 14.85 tỷ - hotline 0844 161 ***,14850000000.0,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-xa-long-hung-prj-the-empire-vinhomes-ocean-park-2/ban-tu-lap-re-nhat-dao-dua-da-2-gia-14-85-ty-hotline-pr39416771
dbea8385-90e6-42e0-82c9-065cc498d35b,full quỹ căn chuyển nhượng 2 ngủ - 3 ngủ - duplex - penhouse cc the zei giá 5.5 tỷ. lh 0937 941 ***,5200000000.0,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-le-duc-tho-phuong-my-dinh-2-prj-the-zei-my-dinh/full-quy-chuyen-nhuong-2-ngu-3-ngu-duplex-thezei-gia-4-7-ty-lh-pr38850303
f5784c0c-9790-4df6-952a-8273db67ec34,"chính chủ bán căn 3 ngủ eco green nguyễn xiển. giá 3,9 tỷ dt 95m2 và 2 vs, lh 0369 118 ***",3900000000.0,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-xien-xa-tan-trieu-prj-eco-green-city/chinh-chu-ban-3-ngu-ecogreen-gia-3-8-ty-dt-95m2-va-2-vs-lh-pr38573692
dc981506-3554-401a-998a-3ada93a2f946,chính chủ gửi bán đơn lập ngọc trai đảo lớn 288m2 giá chỉ 5x tỷ. liên hệ ngay: 0838 604 ***,56000000000.0,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-xa-duong-xa-prj-vinhomes-ocean-park-gia-lam/chinh-chu-gui-ban-don-lap-ngoc-trai-dao-lon-288m2-chi-5x-ty-he-ngay-pr39406044
cd201d57-1879-49c6-98b1-8f2ead393051,"bán nhà hẻm 7m gò dầu, dt: 50x18.5m, nhà cấp 4, giá 68 tỷ. tel: 0975 852 ***",68000000000.0,https://batdongsan.com.vn/ban-nha-rieng-duong-go-dau-phuong-tan-son-nhi/ban-hem-7m-dt-50x18-5m-cap-4-gia-68-ty-tel-0975852422-pr37786525
6915e61d-3ae6-477a-a594-7ebb3ecd3b1b,"bán đất nền cotec phú gia, 147m2, từ 28tr/m2 dãy c đường 14m lh 0984 975 *** bích trâm",4120000000.0,https://batdongsan.com.vn/ban-dat-nen-du-an-duong-huynh-tan-phat-xa-phu-xuan-prj-phu-gia-cotec/ban-dt-144m2-tot-dau-tu-23-5tr-m2-14m-lh-0984975697-bich-tram-pr24605578
20446779-3222-4ee5-b6c4-4a1dd7cc022b,"bán đất giá rẻ ngộp, mỹ phước, tp bến cát, bình dương. liên hệ: 0908 084 *** zalo",2100000000.0,https://batdongsan.com.vn/ban-dat-phuong-my-phuoc/ban-gia-re-ngop-tp-ben-cat-binh-duong-lien-he-zalo-pr39432398
c781c6d4-2b2b-4b55-898d-3922a881f823,"sang nhượng lumiere riverside giá tốt, 1pn chỉ 4,7 tỷ, 2pn từ 6,6 tỷ, 3pn từ 9,9 tỷ. lh: 0909 333 ***",6600000000.0,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-xa-lo-ha-noi-phuong-an-phu-prj-lumiere-riverside/sang-nhuong-gia-tot-1pn-chi-4-7-ty-2pn-tu-6-6-ty-3pn-tu-9-9-ty-lh-pr38403632
18cf7d21-f2f0-483c-8bc5-6be01ee88b03,"đất chính chủ dt 5x16m, đường 2 xe tải tránh nhau gần chợ bắp hóc môn giá rẻ 3 tỷ 550 tr 0906 728 ***",3550000000.0,https://batdongsan.com.vn/ban-dat-xa-xuan-thoi-thuong/-chinh-chu-dt-5-x16-duong-2-xe-tai-tranh-nhau-gan-cho-bap-hoc-mon-gia-re-3-ty650-tr-pr39415277
7b2e980c-4040-44f9-aced-2434d2f57634,"vợ chồng tôi cần bán gấp ch 4 ngủ 2wc garden hill 110m2. giá: 4.5 tỷ, lh 0965 066 ***",4500000000.0,https://batdongsan.com.vn/ban-can-ho-chung-cu-pho-tran-binh-phuong-my-dinh-2-prj-the-garden-hills-99-tran-binh/vo-chong-toi-ban-gap-ch-hill-68m2-2pn-2wc-gia-2-5-ty-lh-0965066754-pr36887189
55f4f5ea-c804-4d53-877f-03ee0eeab700,căn 3 phòng ngủ siêu đẹp để lại toàn bộ nội thất vào ở đc ngay. liên hệ 0931 722 ***,6000000000.0,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-le-van-luong-phuong-nhan-chinh-prj-handi-resco-le-van-luong/-3-ngu-sieu-dep-de-lai-toan-bo-noi-that-vao-o-dc-ngay-lien-he-pr39414684
f627312c-cb67-4462-bea5-fb6b6254de69,"bán nhanh căn hộ the antonia, 2pn 2wc, dt 79m2, căn góc, nt cđt. giá 6,4 tỷ. lh: 0968 092 ***",6400000000.0,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-luong-bang-1-phuong-tan-phu-19-prj-the-antonia/ban-nhanh-2pn-2wc-dt-79m-goc-nt-cdt-gia-6ty-lh-pr38841952
034cba03-e519-4dae-96f4-60880a6627f7,"bán căn hộ cc belleza 45m2: 1.580 tỷ, 80m2: 2,15 tỷ, 88m2: 2,4 tỷ, 98m2 2,8 tỷ, 3pn 120m2: 3.1 tỷ",1580000000.0,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-pham-huu-lau-phuong-phu-my-9-prj-belleza-apartment/ban-ch-45m2-1-250-1-5-ty-80m2-2-2-ty-88m2-2-250-ty-98m2-2-750-ty-124m2-3-050-ty-pr34247907
bc41d2a1-d3ea-40c4-b7fc-02c2411d2fb3,danh sách cập nhật liên tục - ch sunshine city ciputra tháng 07/2024 (2pn + 3pn + duplex) giá chuẩn,6000000000.0,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-pham-van-dong-phuong-dong-ngac-prj-sunshine-city/danh-sach-cap-nhat-lien-tuc-ch-ciputra-thang-07-2024-2pn-3pn-duplex-gia-chuan-pr40388784?c=d1
7f1d5c33-a8b9-43d5-9d51-d4b7aab2559b,"bán căn hộ cc toà v3 home city, trung kính, yên hoà, cầu giấy, dt 69,5m2. giá: 5,5tỷ. lh 0946 887 ***",5500000000.0,https://batdongsan.com.vn/ban-can-ho-chung-cu-pho-trung-kinh-phuong-yen-hoa-2-prj-home-city-trung-kinh/ban-cc-me-toa-v3-voi-dt-71-1m2-huong-cua-vao-dn-ban-cong-tb-lh-pr38730031
6237a8fc-d58a-4d00-8545-ae700c40e0dd,tôi chính chủ bán căn 3pn 176m2 tại hei tower có slot ô tô cố định giá thương lượng lh 0349 688 ***,7500000000.0,https://batdongsan.com.vn/ban-can-ho-chung-cu-pho-nguy-nhu-kon-tum_1-phuong-nhan-chinh-prj-hei-tower/toi-chu-ban-3pn-104m-tai-chi-4-ty-2-gia-that-nha-that-lh-pr38412691
7c9386af-82fc-49f5-ac4e-80149bd64e51,"còn 3 lô đất biệt thự đường số (20m) kdc ciq4, chợ lớn, p. phú mỹ - q7 dt 12x20m, giá 73tr/m2",17520000000.0,https://batdongsan.com.vn/ban-dat-nen-du-an-duong-pham-huu-lau-phuong-phu-my-9-prj-khu-dan-cu-phu-my-cho-lon/con-3-lo-biet-thu-so-20m-kdc-ciq4-p-q7-dt-12x20m-gia-73tr-m2-pr39331073
32579174-1d42-4b29-b6d6-d2eb416a8fb8,"tôi cần bán căn hộ chung cư moonlight 1 kđt an lạc green symphony dt 93m2, 3pn, 2vs giá 4,7 tỷ",4700000000.0,https://batdongsan.com.vn/ban-can-ho-chung-cu-xa-an-khanh-4-prj-moonlight-1-an-lac-green-symphony/toi-b-gap-moon-light-1-kdt-sym-pny-dt-93m2-3pn-2vs-gia-4-ty-pr38790980
4cd9ff90-4512-4930-bcb8-a4d6c8701954,"cần bán nhanh ch 2pn sổ hồng vĩnh viễn giá chỉ 1.7 tỷ giao nhà ngay - vay 80% ls 5,1%",1700000000.0,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-go-dua-phuong-hiep-binh-phuoc-prj-sunview-town/ro-hang-hot-t2-2023-ban-cho-thue-thu-duc-gia-chi-1-68-ty-2pn-shr-lh-0938589117-pr36451242
73783822-a82d-44c0-9fb3-f8bd9b580b75,"cc cần bán lại căn studio 32m2, toà i1, view bể bơi imperia smart city. giá 1.7 tỷ - lh: 0972 980 ***",1700000000.0,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-dai-lo-thang-long-phuong-tay-mo-prj-imperia-smart-city/cc-ban-lai-studio-32m2-toa-i1-view-be-boi-gia-1-7-ty-lh-pr39384981
2b7ba71f-196a-4e3c-be00-587e1c4baf16,"bán tòa vp phố hoàng quốc việt, cầu giấy, lô góc 9t thang máy 122m2 mt 6.3m 42.5tỷ. lh: 0393 447 ***",42500000000.0,https://batdongsan.com.vn/ban-nha-mat-pho-duong-hoang-quoc-viet-phuong-nghia-do-1/ban-toa-vp-cau-giay-lo-goc-9t-thang-may-122m2-mt-6-3m-42-5ty-lh-pr38341941
5283315d-9374-46d1-8de7-2a4d93fc5002,"nhà bán mặt tiền chính chủ 404 võ văn kiệt, phường cô giang, quận 1 liên hệ 0907 592 ***",21000000000.0,https://batdongsan.com.vn/ban-nha-mat-pho-duong-vo-van-kiet-phuong-co-giang/-ban-tien-chinh-chu-404-quan-1-lien-he-pr39155358
09ef0f53-de98-4cee-8d10-db46b797a68a,"bán căn bt view suối dự án xanh villas, a7- dt 550m2-1200m2 x 2 tầng thô, 26-30 tỷ, lh 0981 162 ***",26000000000.0,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-dai-lo-thang-long-xa-tien-xuan-prj-xanh-villas/ban-can-bt-view-suoi-du-an-dt-800m2-1200m2-x-2-tang-tho-gia-22-26-ty-lh-0981162525-pr29081659
10d5e89b-ec68-46fe-84ef-313052b33b36,"chỉ từ 900 triệu nhận ngay căn hộ 2pn-3pn (68m - 98,6m2) ngân hàng hỗ trợ 65% gtch. 0966 382 *** pbh",3000000000.0,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-5-xa-dong-hoi-prj-eurowindow-river-park/chi-tu-800-trieu-nhan-ngay-2pn-3pn-77m-82-1m-ngan-hang-tro-65-gtch-pbh-pr39235385
f8c59a15-a779-4bf8-834d-8f5820b49842,"khu vip-ngang lớn tận 10m-hxh 5m, nam kỳ khởi nghĩa-p7-q3 (10x11=92)-kc-l+3tst-chỉ 22tỷ0976 895 ***",22000000000.0,https://batdongsan.com.vn/ban-nha-rieng-duong-nam-ky-khoi-nghia-phuong-7-3/khu-vip-ngang-lon-tan-10m-hxh-5m-p7-q3-10x11-92-kc-l-3tst-chi-22ty-pr39388450
8867b227-9982-4f1e-8f13-f0590fa3f879,"bán nhà kiều đàm ngay him lam q7 - 5.2mx16m, 3l, nội thất cao cấp giá mềm call 0909 227 ***",9500000000.0,https://batdongsan.com.vn/ban-nha-rieng-pho-tran-xuan-soan-phuong-tan-hung-14/ban-kieu-dam-ngay-himlam-q7-5-2mx16-3l-noi-that-cao-cap-gia-mem-call-0909227199-pr37884549
29b02fdd-53f6-47c1-a1be-ac6b857d51a9,"chính chủ gửi bán biệt thự liền kề c2 ciputra tây hồ, dt 126m2, giá rất tốt. lh 0966 998 ***",35280000000.0,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-lac-long-quan-phuong-phu-thuong-1-prj-khu-do-thi-nam-thang-long-ciputra/chinh-chu-gui-ban-c4-tay-ho-dt-126m2-gia-tot-246tr-m2-lh-0966-998-392-pr37944266
d936d504-a16d-4b15-ad1a-08f7495ba60d,bán biệt thự trung sơn vị trí đẹp có 102 góc 2 mt sông. sổ hồng giá 38 tỷ lh a hiền 0937 777 ***,38000000000.0,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-xa-binh-hung-1-prj-khu-dan-cu-trung-son/ban-reung-vi-tri-dep-co-102-goc-2-mt-g-so-hong-gia-45-999-ty-lh-a-hien-0937777279-pr35159872
d56fac37-3fe2-4237-8198-0b1de17a7a60,bán gấp căn hộ 2pn dt 78m2 chung cư roman plaza tố hữu - giá 3.9 tỷ bao phí - lh 0932 392 ***,3900000000.0,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-to-huu-phuong-dai-mo-prj-roman-plaza/ban-gap-2pn-gia-1-9-ty-bao-phi-lh-0965551255-pr27864970
b1f068d8-92dc-41ca-bc2e-78bfebdf3d1b,"chủ ngộp cần bán nhanh đường lớn giá mềm chủ 2xxx/ lô, lh ngay 0901 328 ***",2400000000.0,https://batdongsan.com.vn/ban-dat-nen-du-an-duong-quoc-lo-51-xa-long-an-4-prj-khu-dan-cu-an-thuan/chu-ngop-can-ban-nhanh-n-gia-mem-chu-2xxx-lh-ngay-pr36292697
